Volcano Number,Volcano Name,Region,Estimate method,Recorded small eruptions,Recorded large eruptions,Recorded unknown eruptions,Jenkins classification,Whelley classification,Probability of eruption 5th percentile,Probability of eruption 50th percentile,Probability of eruption 95th percentile,<= VEI 3 5th percentile,<= VEI 3 50th percentile,<= VEI 3 95th percentile,VEI 4 5th percentile,VEI 4 50th percentile,VEI 4 95th percentile,VEI 5 5th percentile,VEI 5 50th percentile,VEI 5 95th percentile,VEI 6 5th percentile,VEI 6 50th percentile,VEI 6 95th percentile,VEI 7 5th percentile,VEI 7 50th percentile,VEI 7 95th percentile
273020,Pocdol Mountains,Philippines and SE Asia,Analogue,0,0,0,Large cone,Semi-plugged stratocone,6.336327247205249e-05,0.0019882842376940002,0.011731124244796578,5.725675724166001e-05,0.0017906908882515866,0.010628025990978208,4.173847092735124e-06,0.00013678711001327229,0.000744322286446864,1.5902245997933692e-06,4.973381417990419e-05,0.00029298490161202255,3.145366152518314e-07,1.0008037201583119e-05,5.849789078160439e-05,2.7906922612139698e-08,1.0643880476542858e-06,7.29317497787776e-06
275080,Popa,Philippines and SE Asia,Analogue,0,0,0,Large cone,Semi-plugged stratocone,6.543648298822049e-05,0.002064875853304519,0.011521543625279206,5.9327174509181583e-05,0.0018650404471164932,0.01041268817636969,4.005624200576774e-06,0.00013911866334019886,0.0007610585105526576,1.7242798053324211e-06,4.957194226193783e-05,0.0002822164732380067,3.4904344214481876e-07,1.007989402937014e-05,5.865231363487442e-05,3.0361030984897094e-08,1.0649065565188219e-06,6.92815148397874e-06
263010,Pulosari,Indonesia,Analogue,0,0,0,Large cone,Semi-plugged stratocone,6.134995778532532e-05,0.0019968815253400113,0.011707093261331392,5.542537206446389e-05,0.0018020873752071143,0.01058346717779842,4.0664416541599675e-06,0.00013379200422764255,0.0007654715497010335,1.521515938005375e-06,4.984153889682194e-05,0.0002925763712358978,3.0551481517530007e-07,1.007751876808997e-05,5.8276493826176595e-05,3.1113313520778255e-08,1.0830882403426328e-06,7.301668769865916e-06
271060,Ragang,Philippines and SE Asia,Bayesian update,6,0,0,Large cone,Semi-plugged stratocone,0.01924368579882288,0.028640022850690623,0.04105954345500314,0.018763135234907233,0.024011058787828297,0.028980575494648497,0.0003013422109438208,0.0027536196990267372,0.006844723145414908,0.00011196265260801947,0.0011921817618462988,0.0032651358181018646,4.1609469689353926e-05,0.0004327438184662049,0.0012435595152652525,2.5636230674452118e-05,0.00025041878352308693,0.0007255494815726202
261290,Rajabasa,Indonesia,Analogue,0,0,0,Large cone,Semi-plugged stratocone,6.53838852688547e-05,0.0020837652230421876,0.011558336407251289,5.904685239970901e-05,0.0018873540570779408,0.010448181199449682,4.344112918848269e-06,0.00013621710858351604,0.0007691201315293202,1.651411415710539e-06,4.909297378392071e-05,0.00027673341229071696,3.137835930231296e-07,1.0058609060125345e-05,5.707925583020846e-05,2.7724941563744346e-08,1.0424745366845006e-06,7.222408151360423e-06
264071,Ranakah,Indonesia,Bayesian update,2,0,0,Lava dome,Semi-plugged stratocone,0.0027190441005252417,0.008280162238006088,0.016127128910309443,0.002417765267276656,0.005365611091064851,0.008203862337959495,0.00016005349592349677,0.0015205404633544836,0.004024377059459654,0.000116407407783324,0.001137433232830149,0.0031516119394810267,2.481792954176466e-05,0.0002565774507566035,0.0007472775734092697,0.0,0.0,0.0
261251,Ranau,Indonesia,Analogue,0,0,0,Caldera,Large caldera,0.00028137970625630854,0.002949855785817426,0.012003163614400821,0.00024178445698614645,0.0024966116470072847,0.010154524537478128,2.1638533962089244e-05,0.00025261822679376153,0.0010320526966403145,9.471203067925098e-06,0.00010660303086756044,0.00044100984989484327,7.309988133536847e-06,8.01100446818051e-05,0.0003193569100815385,1.17552410661088e-06,1.3912836467014247e-05,5.621962030599671e-05
263340,Raung,Indonesia,Bayesian update,56,3,2,Large cone,Open-vent stratocone,0.19778015683598932,0.23178243487073852,0.2705330526117879,0.1952339720246219,0.21400720937821582,0.23038774874007695,0.0017159447361459836,0.010830776517286783,0.023131249484490708,0.0005925031930623702,0.0047131146663982795,0.011119493140487671,0.00016780127895429887,0.0015377986020565497,0.003975749957672843,6.99356032047887e-05,0.0006935357067810594,0.0019188112890597396
266040,Riendengan-Sempu,Indonesia,Analogue,0,0,0,Caldera,Well-plugged stratocone,0.00027680317799921465,0.002934668623821497,0.011957699086172833,0.00023424374933821358,0.0024805466972834724,0.010121320740806999,2.347428845501136e-05,0.00025374438970817337,0.0010375200818711228,9.843715605875562e-06,0.00010765128815764022,0.0004194932202565071,8.06789836951386e-06,7.908282429028754e-05,0.00032454587989054565,1.173526230600287e-06,1.3643424381923644e-05,5.481916334765978e-05
264030,Rinjani,Indonesia,Bayesian update,17,0,0,Large cone,Open-vent stratocone,0.05373817350068265,0.06770791434434291,0.0853309333136095,0.05298134370589496,0.061045633464101814,0.0685300467380385,0.00044516962473160394,0.003743846634342318,0.008966071686190938,0.0002064494409535882,0.0018797875151423944,0.004938313533588468,6.773566879937354e-05,0.000675707438822874,0.001885283764718772,3.747506030312006e-05,0.0003629392919334964,0.0010112175910728086
267010,Ruang,Indonesia,Bayesian update,11,1,0,Large cone,Semi-plugged stratocone,0.034062043836304304,0.0461334925967561,0.06124339236170472,0.03335722900359514,0.04024988646405188,0.046732772161350127,0.0004633284097053972,0.003645124294270471,0.00859440202853692,0.00018281456778195215,0.0016179024673472803,0.004160302636984003,4.736425700247986e-05,0.0005046602390217778,0.001423640185631112,1.1307598219327412e-05,0.00011591913206469001,0.0003322753492025605
263050,Salak,Indonesia,Bayesian update,5,0,0,Large cone,Semi-plugged stratocone,0.013029072907471524,0.0202496210772117,0.03031532937302819,0.012643752570280945,0.0167220161117142,0.020905559983160696,0.00023278792548437523,0.0020438370475598846,0.0052494669300413585,0.00010101004771123433,0.0009554076857675614,0.002652985170575263,3.994964203765651e-05,0.00040734750031486285,0.0011604457136760258,1.1572721957312916e-05,0.00012101273185519273,0.000346871575574848
273060,San Pablo Volcanic Field,Philippines and SE Asia,Analogue,0,0,1,Large cone,Distributed cones and fields,6.604158127745538e-05,0.002087758895489863,0.011791083533344408,5.950004226501588e-05,0.00189174460104712,0.010646626499470414,4.587987451962474e-06,0.00013575660320778074,0.000794728276330854,1.555632184618245e-06,4.935736092711351e-05,0.000285335734380383,3.7195921154094266e-07,9.88897693410976e-06,5.724159374557194e-05,2.5960164317846074e-08,1.0113533737390798e-06,7.151429417185633e-06
264050,Sangeang Api,Indonesia,Bayesian update,18,0,0,Large cone,Open-vent stratocone,0.05655771120736224,0.07171279089751115,0.09095409324186227,0.05569413596310696,0.06429058883210988,0.07232585034007633,0.0005382518282889288,0.00431219188870735,0.010333654329542107,0.0002171238795568314,0.0020262910600145805,0.005281273583843145,7.235876160983889e-05,0.0007138096747024488,0.001967631948674273,3.584077479968467e-05,0.0003699094419768954,0.0010456830397264144
264060,"Sano, Wai",Indonesia,Analogue,0,0,0,Caldera,Well-plugged stratocone,0.0002772060476597616,0.003024300219571758,0.011672908927639922,0.00023507680567841138,0.002569447358042365,0.009852895137184396,2.4130939170068786e-05,0.00025217518589367295,0.0010252328179242698,9.534120575160107e-06,0.00010920118389183344,0.000417975911411369,7.1862863209531955e-06,7.970366696816352e-05,0.00032074581807580577,1.2778959151681485e-06,1.3772824775723358e-05,5.6059243044081456e-05
261131,Sarik-Gajah,Indonesia,Analogue,0,0,0,Small cone,Open-vent stratocone,2.4298401007424132e-05,0.0008308045089880042,0.005008318412830129,2.1891265058163678e-05,0.0007475978376288246,0.004499878898059794,2.183129131788249e-06,7.492887148135386e-05,0.0004573843459985511,2.02700680457528e-07,7.513539227948537e-06,4.558921887584174e-05,1.9917116634163323e-08,6.909731525906628e-07,4.804908973587123e-06,1.3890203805123173e-09,7.328749728652478e-08,6.610409223557443e-07
261260,Sekincau Belirang,Indonesia,Analogue,0,0,0,Caldera,Semi-plugged stratocone,0.0002658853460010973,0.0029759714402446706,0.011757792488063452,0.00022389054648454834,0.002515640356031794,0.009942861676269512,2.326385713153086e-05,0.00025680146539867,0.0010150778537076203,1.0409672295465388e-05,0.00010856215958563522,0.00043167576697870506,7.109401472266508e-06,8.154267848521837e-05,0.00031256706196235455,1.2118686172861362e-06,1.3424780743352824e-05,5.561012914526007e-05
263300,Semeru,Indonesia,Bayesian update,62,0,0,Large cone,Well-plugged stratocone,0.19052362695342348,0.23270311709897779,0.2812782318204638,0.18559379113888805,0.20918403623973048,0.23407014413620764,0.0034108144546676194,0.013649383100336542,0.02545561010262725,0.001273836180258051,0.007639014588666539,0.015940423237852316,0.0002075612797306432,0.0018396019801604905,0.004695117936171471,3.7623899879108724e-05,0.00039108119008377125,0.0011169364076051471
265070,Serua,Indonesia,Bayesian update,6,1,0,Large cone,Semi-plugged stratocone,0.01797672631498727,0.026341088194167035,0.037506987715177145,0.017530585306342023,0.02224547682982215,0.02697518403091711,0.0002816477216182384,0.0024696419284179105,0.006039392506708198,0.00010863857294249667,0.0010255501211680583,0.002777180938700277,4.2522059431508214e-05,0.0004629022455490148,0.0013085934648054559,1.3332654653005417e-05,0.00013751706920990146,0.00040663677404610655
261020,Seulawah Agam,Indonesia,Bayesian update,1,0,0,Large cone,Semi-plugged stratocone,0.0016639539310206437,0.004122310541605008,0.00823965270631471,0.001555973840911703,0.00299280929017361,0.004733744215797746,6.0757733010559465e-05,0.0006535992803106715,0.002012698116363223,3.649989401453593e-05,0.00035704232013165145,0.0011255849436676887,1.0722463083845537e-05,0.00011885965098907524,0.0003676254304860526,0.0,0.0,0.0
261110,Sibualbuali,Indonesia,Analogue,0,0,0,Large cone,Open-vent stratocone,7.316564838222222e-05,0.0020347215565328976,0.011828502092572626,6.672116979811124e-05,0.0018329069319419256,0.010681921629756787,4.525320287403176e-06,0.00014035055637975365,0.0007913334067908759,1.5627246038747992e-06,5.062910279612962e-05,0.0002881667567741935,3.2632159487205714e-07,9.727854175041022e-06,5.9615741876027594e-05,3.011209796094817e-08,1.10711124004773e-06,7.464557374741512e-06
272040,Silay,Philippines and SE Asia,Analogue,0,0,0,Large cone,Semi-plugged stratocone,6.871296629982968e-05,0.0020656011432065306,0.01201220422142243,6.275217471375521e-05,0.0018678322876698266,0.010881590864627592,4.027980328452972e-06,0.00013778180651732614,0.0007814706310033534,1.6283296995107888e-06,4.902544359368727e-05,0.0002846380423883449,2.755275141569705e-07,9.953177298351755e-06,5.745370883441095e-05,2.8954043953742244e-08,1.0084281273389434e-06,7.050974568728874e-06
261080,Sinabung,Indonesia,Bayesian update,1,1,1,Large cone,Semi-plugged stratocone,0.0044229397438058345,0.008721543760368962,0.015077935762713298,0.004230856320370622,0.006686935474885218,0.00925806113116339,0.00011380377291564726,0.0011789775473923503,0.0033140198830915657,5.162182766096678e-05,0.0005818022422025278,0.0016910258615044343,2.6657822858598123e-05,0.00027382849588886593,0.0008148288869539069,0.0,0.0,0.0
261070,Singkut,Indonesia,Analogue,0,0,1,Caldera,Well-plugged stratocone,0.00028099775402656987,0.0029867047802315987,0.011635204037634052,0.00023825647455373504,0.002531968250731222,0.009815697451890449,2.413420775675861e-05,0.00025245857940474174,0.0010176912617661672,1.0078730587054418e-05,0.00010685098439684394,0.000424816798444362,7.337905565910077e-06,8.195191183748554e-05,0.0003224200286275973,1.1904355631117793e-06,1.3475053861305177e-05,5.457849690547559e-05
275100,Singu Plateau,Philippines and SE Asia,Analogue,0,0,0,Small cone,Distributed cones and fields,2.0996186000934405e-05,0.0008256740894248959,0.004988173209564848,1.8596124639604535e-05,0.0007405475406796726,0.00448302134912395,2.172440947828447e-06,7.695981752335636e-05,0.0004544835562615369,2.0899884029553944e-07,7.4338814437005824e-06,4.544274220250692e-05,1.7310162705518295e-08,6.59818607837051e-07,4.543160823664779e-06,1.311410500366309e-09,7.303117032920343e-08,6.824011531909238e-07
264270,Sirung,Indonesia,Bayesian update,9,0,1,Large cone,Semi-plugged stratocone,0.027644375893287967,0.03818922159001496,0.05198667941338517,0.027052292171299723,0.033008124034166475,0.03876502668123509,0.0003999372634158858,0.0032440698352097074,0.007898772689223359,0.00013771805050636387,0.0013558946238103697,0.003624791439797162,3.626932918894352e-05,0.00039948792677778496,0.0011601439425580726,1.81590788770494e-05,0.00018164517005062438,0.000537944660571483
263180,Slamet,Indonesia,Bayesian update,41,0,1,Large cone,Open-vent stratocone,0.13842494466003447,0.16434526945935873,0.19508642113853117,0.13668586203966548,0.15107407536556478,0.16389619838225072,0.0011166236373282932,0.007741623361898167,0.017260800498894682,0.0004264912952020437,0.0036423065591752795,0.00887175755253785,0.00013769759100279495,0.0013230387812393552,0.0035208364131300374,5.827009683588222e-05,0.0005642253914811738,0.0015368282917178943
266030,Soputan,Indonesia,Bayesian update,39,0,0,Large cone,Open-vent stratocone,0.12855275552287176,0.1542386817906327,0.1851509612469433,0.12675691749824974,0.14077347466946782,0.1538045687354187,0.001211115301221004,0.008213073060721778,0.018262053485455353,0.0003954222264414995,0.0035021455108091362,0.008407600726054414,0.00013413224659429332,0.0012223651059296904,0.0032226649159468232,5.516825036521445e-05,0.0005276234437042704,0.0014540733840679913
261120,Sorikmarapi,Indonesia,Bayesian update,7,0,0,Large cone,Open-vent stratocone,0.020282069950067743,0.028273169637259822,0.03885124756275182,0.019923276534449683,0.0246507522764463,0.02927371974622484,0.00021051796840727775,0.0020988001280275465,0.005371219118973498,0.00010182573726863673,0.001019127186105198,0.0027737052673126,3.244536001515463e-05,0.00035516437736483425,0.0010014823052949423,1.4004349926986642e-05,0.00014932566931594136,0.0004311211249459463
264120,Sukaria Caldera,Indonesia,Analogue,0,0,0,Caldera,Well-plugged stratocone,0.00027717970882738016,0.0029862259374699293,0.011517569002753632,0.00023537021865559376,0.0025300985705358396,0.009708108176000358,2.3465925497436988e-05,0.0002552463559576947,0.0010088967549610878,9.919912984659448e-06,0.00010624956622128852,0.00042784221874425036,7.211661279325493e-06,8.084734854698776e-05,0.0003168043933118526,1.2119904103644981e-06,1.3784096208118458e-05,5.5917459736084854e-05
263220,Sumbing,Indonesia,Analogue,0,0,0,Large cone,Semi-plugged stratocone,6.202455409841797e-05,0.002040221072833106,0.011823115767438858,5.585890425281582e-05,0.0018453099780593616,0.010661292982429663,4.218794398278485e-06,0.00013371832933553525,0.000804844645098343,1.5982156453297987e-06,5.0071135677562476e-05,0.00028963966375392206,3.209232777198693e-07,1.0090166472703044e-05,6.0051011453329385e-05,2.771652427400122e-08,1.0314632879435383e-06,7.2874647035989e-06
263210,Sundoro,Indonesia,Bayesian update,9,0,0,Large cone,Semi-plugged stratocone,0.025979974903696346,0.03612352954890973,0.049295843563556686,0.025405575474153362,0.03114764391965097,0.036670189246741244,0.0003676068477558483,0.002999336659244526,0.007328438467392566,0.0001520038783930005,0.0013826618474885948,0.0036124039774756964,3.89913858410883e-05,0.00042190706295698154,0.0011852179302829832,1.5797317553047932e-05,0.00017198005956866474,0.0004995939416641879
261270,Suoh,Indonesia,Bayesian update,0,1,0,Caldera,Large caldera,0.0006761756109747366,0.002461551275213402,0.005715957645903183,0.0005899251748362107,0.0015409828296199274,0.0027830723792763145,4.4425552307591584e-05,0.0004418503470685224,0.0013620934406068984,1.9142074829807184e-05,0.00021313581740762004,0.0006881552094570797,1.4517117563931011e-05,0.0001732813570727634,0.0005717491942852159,8.165691437196212e-06,9.230092404456915e-05,0.00031088742227767494
273070,Taal,Philippines and SE Asia,Bayesian update,15,4,0,Caldera,Large caldera,0.056743889019977914,0.07725230712113085,0.10258037943389106,0.055307125045294954,0.06595673047690308,0.0755613888283875,0.0008566419195458548,0.005916608825509511,0.013044632726651025,0.0002597013807900728,0.0023145968162918695,0.005913071901377448,0.00022130255995264094,0.0020194413402522962,0.005267147802108242,9.911811439439418e-05,0.0010449296621740873,0.0027941381753668545
263150,Talagabodas,Indonesia,Analogue,0,0,0,Large cone,Semi-plugged stratocone,6.406178302650576e-05,0.002077424702809618,0.01191342672893959,5.746194490123584e-05,0.0018781725123418057,0.010782047597016006,4.626000916032261e-06,0.00013748433356772374,0.0007740813719481951,1.6447372294717372e-06,5.062404786920492e-05,0.0002930033299069265,2.9815831539808616e-07,1.0099689592047879e-05,5.714322929824363e-05,3.0941664367848415e-08,1.0441194388355782e-06,7.151200770219347e-06
261130,Talakmau,Indonesia,Analogue,0,0,0,Large cone,Semi-plugged stratocone,5.8022509591460596e-05,0.0020697448220130944,0.01201906453463704,5.160986699633529e-05,0.0018718339297369953,0.010886660015979913,4.4529960775016e-06,0.0001369270355481392,0.0007793694096257567,1.6368345376396884e-06,5.001117703942358e-05,0.0002862528661034256,2.9419457689827356e-07,9.930765211555583e-06,5.9583236344491804e-05,2.8617403085740543e-08,1.0419144769810299e-06,7.19900658345312e-06
261160,Talang,Indonesia,Bayesian update,13,0,0,Large cone,Open-vent stratocone,0.04028488512878398,0.05207821724768723,0.0672650505821905,0.03968683898570097,0.04661439179641695,0.05310445967322497,0.00035861051168076334,0.0030566159116801714,0.007692384513193722,0.00014485877834534143,0.0014478073590434037,0.0037877418464241247,6.55478568627644e-05,0.0006350191574357596,0.0017655365260910842,2.902899619414052e-05,0.00032438302311094016,0.0009149280232565951
264040,Tambora,Indonesia,Bayesian update,3,1,0,Large cone,Large caldera,0.009079296787951031,0.014838360480105383,0.022966009676563256,0.008789068456168296,0.01204722394949427,0.015328442168682815,0.00016928249547358405,0.0015154939523316067,0.003999949342390043,5.489700947556157e-05,0.0005909242614406357,0.0016597417288570352,3.6314960438355635e-05,0.00036952213123087583,0.0010748453617419678,2.9733866395233603e-05,0.0003151961856079923,0.0009030310748913951
263131,Tampomas,Indonesia,Analogue,0,0,0,Large cone,Semi-plugged stratocone,6.955029122629026e-05,0.0020386677462277064,0.011568886997564606,6.319023208727908e-05,0.0018402212938727588,0.010423669165947998,4.3376814804595185e-06,0.00013774721691817452,0.0007981805856523756,1.6913895694176914e-06,4.988878848121744e-05,0.00028417232652393985,3.0212782372047824e-07,9.756836901084013e-06,5.5600213690668496e-05,2.8860265413488126e-08,1.0536100544719327e-06,7.264705749623433e-06
261150,Tandikat-Singgalang,Indonesia,Bayesian update,3,0,0,Large cone,Semi-plugged stratocone,0.0070408532674966495,0.012226634292796234,0.01962534035467538,0.006794718414551516,0.009768721417733318,0.01278685349996401,0.00014623984646797887,0.0014142215091724948,0.003849285295058491,6.790943907467988e-05,0.0006726032506488744,0.0018984644253104922,2.4472785204103176e-05,0.0002840705923971209,0.0008391907635932844,7.512782198371139e-06,8.70175228444279e-05,0.0002515463707491041
266130,Tangkoko-Duasudara,Indonesia,Bayesian update,4,1,0,Large cone,Semi-plugged stratocone,0.01182614073760706,0.018426648675203845,0.02735464939059515,0.011508264646388875,0.015373621328676323,0.019144108984442503,0.00019339958027030752,0.0018352434407855793,0.004766371924788618,9.160727457780783e-05,0.0008596545807921072,0.002416014460085184,2.5762569651910737e-05,0.00028105101025474805,0.0008023473051066346,7.106666718158732e-06,7.707831469508635e-05,0.00022580671617221124
263090,Tangkuban Parahu,Indonesia,Bayesian update,17,0,2,Large cone,Open-vent stratocone,0.057202207973143196,0.07222205651039487,0.09116952539315878,0.05639411344170276,0.06495293781993258,0.07306713396354612,0.0004989773423986106,0.004275802538316864,0.010174200332016794,0.00020683749235019195,0.0019328378829298486,0.005002666028082388,7.548471331433651e-05,0.0007948942942393782,0.0021605353250059075,2.6794983377294035e-05,0.00026558397497621164,0.0007649897445075695
264260,"Tara, Batu",Indonesia,Bayesian update,2,0,0,Large cone,Semi-plugged stratocone,0.004046391442006237,0.008218366106542568,0.01430556853791399,0.003857041388867576,0.006273209312816921,0.008726613428158779,0.00010695768749343519,0.0010877699874494184,0.003086689462974558,5.7618036623501604e-05,0.0005805413558454963,0.0016841265554568855,2.4774329021724125e-05,0.00027684545043073146,0.0008081390913237685,0.0,0.0,0.0
268001,Tarakan,Indonesia,Analogue,0,0,0,Small cone,Distributed cones and fields,2.4129733257987785e-05,0.0008558390161805675,0.005027322128880874,2.2006312219775552e-05,0.0007740990394140579,0.004520558827641397,1.927425295401185e-06,7.353867602917452e-05,0.00045550453852762204,1.7788633681606054e-07,7.453709845638964e-06,4.58442420339563e-05,1.6921401562816285e-08,6.751268019265054e-07,4.744106313491927e-06,1.1880044321722866e-09,7.246408976943561e-08,6.704143644059515e-07
263231,Telomoyo,Indonesia,Analogue,0,0,0,Large cone,Semi-plugged stratocone,7.047423879821478e-05,0.00197174480393535,0.011631636038795976,6.427130164537356e-05,0.0017746683336409253,0.010494265588084788,4.2569153590869625e-06,0.00013562342403911976,0.0007905040475591136,1.6118140410429448e-06,5.0503043525457924e-05,0.00028140176472228715,3.0889596630064963e-07,9.91232439161067e-06,5.8174608499966116e-05,2.5311786410665174e-08,1.0376783382360196e-06,7.290029929818816e-06
261050,"Telong, Bur ni",Indonesia,Bayesian update,4,0,1,Large cone,Semi-plugged stratocone,0.011488470984009663,0.018417937173453212,0.02773157899471623,0.01116143353769932,0.015197063650042135,0.01907502491554502,0.00020197814112631014,0.0019530366648872221,0.0051131253493706,9.45730807253039e-05,0.0009461440777477064,0.002635768231325353,3.0486224458728716e-05,0.0003216927807761479,0.0009076604984752556,0.0,0.0,0.0
275110,Tengchong,Philippines and SE Asia,Analogue,0,0,0,Small cone,Distributed cones and fields,2.4172986146086755e-05,0.0008322092212050713,0.005151100827619851,2.193418824335804e-05,0.0007497937469562233,0.004658713684414978,2.012301853659214e-06,7.458568251663035e-05,0.00044287560774348387,2.0760642714547653e-07,7.083442163839832e-06,4.404609323465307e-05,1.738585395951824e-08,6.710940545607946e-07,4.7792231058187295e-06,1.503767964507776e-09,7.525551381699854e-08,6.862191209172855e-07
263310,Tengger Caldera,Indonesia,Bayesian update,60,0,0,Large cone,Large caldera,0.20422209506528896,0.23863678037734806,0.2786711548575442,0.19926460259678058,0.2157719545193134,0.23183784920864503,0.0040378248066846945,0.014636494802573312,0.026324331423462067,0.0005179628824281036,0.00441512238986137,0.010689750219346567,0.00019794102076244334,0.0019502081687673518,0.00501394763300083,0.00020376375863313193,0.001863000496832632,0.004805276373089719
265050,Teon,Indonesia,Bayesian update,1,1,0,Large cone,Semi-plugged stratocone,0.0030604927102789252,0.006365828321433969,0.011391292703621657,0.002907447172490133,0.004824330644802946,0.006954501026994985,9.346108518395156e-05,0.0009173013866800037,0.0025615942586220044,3.901624803642262e-05,0.0003975044105327695,0.0011824063572231857,1.4781799997047068e-05,0.00016397827953354915,0.0004969112163545712,5.786404571371083e-06,6.271359988470069e-05,0.0001958798444269091
268061,Tidore,Indonesia,Analogue,0,0,0,Large cone,Open-vent stratocone,7.226149600486537e-05,0.0021060707551310664,0.011695949970725426,6.59792845788918e-05,0.0019143205922989763,0.010544853313242392,4.2881901066259686e-06,0.00013180095172367676,0.0007993969556858801,1.6349746516821434e-06,4.88967183632257e-05,0.0002870174816680763,3.266063233759972e-07,9.991033137381897e-06,5.752012025266931e-05,3.244034428946438e-08,1.0614596078059656e-06,7.1620998764083186e-06
268071,Tigalalu,Indonesia,Analogue,0,0,0,Large cone,Semi-plugged stratocone,6.481220006771069e-05,0.0020192847087682196,0.011665857407544342,5.846211490703873e-05,0.0018215824063062473,0.010540444443767111,4.507414895448288e-06,0.0001360628439771379,0.0007769573602366904,1.4839254308087378e-06,5.076766193415194e-05,0.0002833646412407911,3.307833195670546e-07,9.798422034528413e-06,5.78413909151397e-05,2.7961514847893155e-08,1.073374516154249e-06,7.249571384609017e-06
261090,Toba,Indonesia,Analogue,0,0,0,Caldera,Large caldera,0.00029177551533632947,0.0029595141676307395,0.0119888772980574,0.0002492366224969294,0.002500654242924735,0.010164381975591937,2.3542270385208265e-05,0.00025622140005363567,0.0010190640803721352,1.032741551152267e-05,0.00010988222973273646,0.00042158736953862644,7.426214438389525e-06,7.90754606216855e-05,0.00032736962475281875,1.2429925042796256e-06,1.368083429794687e-05,5.64742478018828e-05
268020,Tobaru,Indonesia,Analogue,0,0,0,Large cone,Semi-plugged stratocone,6.928380742771129e-05,0.0020546990193591706,0.01144632339926829,6.285969878912428e-05,0.0018601171691924531,0.010329400072761896,4.556149571271415e-06,0.00013269838052093607,0.0007592612182184052,1.5186838866291167e-06,5.095754096324125e-05,0.00029265116381303226,3.2061483669208783e-07,9.904872506778837e-06,5.799992975198096e-05,2.8660343994390243e-08,1.021056175761618e-06,7.011014722973785e-06
268050,Todoko-Ranu,Indonesia,Analogue,0,0,0,Caldera,Well-plugged stratocone,0.0002651508414573068,0.002936185030769506,0.011757329661843409,0.00022362334051825454,0.002480853779962771,0.009930637382500662,2.2636346464035966e-05,0.00025358705504462483,0.0010224068235812735,9.865481807111399e-06,0.00010801336228064481,0.000432933074507466,7.678600327817217e-06,7.950042830924992e-05,0.0003159064589614789,1.3470723400876393e-06,1.4230405172215922e-05,5.544592229252806e-05
266070,Tondano Caldera,Indonesia,Analogue,0,0,0,Caldera,Large caldera,0.0002602211056287318,0.0029625591572823703,0.011571786282405688,0.00021777916725174967,0.0025127461257671542,0.009773951283857458,2.3540550328575972e-05,0.000247681184405735,0.0009905801838685539,1.0135163215239493e-05,0.00010844290290948445,0.00043335562961411075,7.431085044007855e-06,7.97200856946831e-05,0.0003186831303229453,1.335139789158784e-06,1.3968858505313537e-05,5.5216054742620594e-05
275030,Toroeng Prong,Philippines and SE Asia,Analogue,0,0,0,Small cone,Distributed cones and fields,2.0394066137085102e-05,0.000816467545021364,0.00501415237655389,1.7733838959006393e-05,0.0007310743041708772,0.004495564224647202,2.437654368544605e-06,7.69711569962321e-05,0.00046695829589631305,2.022719407956202e-07,7.665353089705025e-06,4.6259175207057195e-05,1.8899634304784024e-08,6.806337972786058e-07,4.68542568162259e-06,1.4012344337025748e-09,7.609696727089483e-08,6.852551216947579e-07
263230,Ungaran,Indonesia,Analogue,0,0,0,Large cone,Semi-plugged stratocone,6.886289708103177e-05,0.002049209824159069,0.011768633504852424,6.296100527465586e-05,0.0018521434865471742,0.010633482284031288,3.935890112432785e-06,0.000137677041878474,0.0007854792285439674,1.642544410736955e-06,4.859862148276381e-05,0.00028440517621778206,2.970585591620857e-07,9.715879852532375e-06,5.8078662439867767e-05,2.6398724044074967e-08,1.074794398124792e-06,7.188153619519433e-06
263270,Wilis,Indonesia,Analogue,0,0,0,Large cone,Semi-plugged stratocone,5.755379423432615e-05,0.0020478067763141468,0.012127271671328158,5.141058723625008e-05,0.0018483394991212338,0.010946319278627128,4.2120945005323024e-06,0.0001387454174698514,0.0008247427818189933,1.6017503113981357e-06,4.963526072728003e-05,0.00029248873116530016,2.9932576949824466e-07,1.0050892730599162e-05,5.6513494465698623e-05,3.0036416647386506e-08,1.0357062651822966e-06,7.207385251038182e-06
265040,Wurlali,Indonesia,Bayesian update,1,0,0,Large cone,Semi-plugged stratocone,0.0015729474600029352,0.004214345486976604,0.008577514889938288,0.0014386609881001937,0.0029057936372020687,0.004623043355636396,7.5450857266525e-05,0.0007026166715199768,0.0020728425556094453,3.302894600534113e-05,0.00033933167380326867,0.0010410146120659253,1.729666507159429e-05,0.00018459296359216068,0.0005792358806253188,8.510003559280874e-06,8.201054085913003e-05,0.0002613784860012028
